ticket_id,failed_transaction_count,estimated_financial_loss,affected_region
TKT-12700,8254,54136.08,Mutare
TKT-12701,0,0.0,None
TKT-12702,0,0.0,None
TKT-12703,8608,70218.28,Harare
TKT-12704,0,0.0,None
TKT-12705,7800,150303.38,Mutare
TKT-12706,0,0.0,None
TKT-12707,0,0.0,None
TKT-12708,0,0.0,None
TKT-12709,0,0.0,None
TKT-12710,5337,43603.25,Mutare
TKT-12711,0,0.0,None
TKT-12712,0,0.0,None
TKT-12713,0,0.0,None
TKT-12714,0,0.0,None
TKT-12715,6296,37067.76,Digital-All
TKT-12716,9133,52447.17,Bulawayo
TKT-12717,0,0.0,None
TKT-12718,0,0.0,None
TKT-12719,0,0.0,None
TKT-12720,0,0.0,None
TKT-12721,0,0.0,None
TKT-12722,0,0.0,None
TKT-12723,0,0.0,None
TKT-12724,5321,50189.92,Digital-All
TKT-12725,7252,71025.71,Bulawayo
TKT-12726,0,0.0,None
TKT-12727,0,0.0,None
TKT-12728,0,0.0,None
TKT-12729,0,0.0,None
TKT-12730,0,0.0,None
TKT-12731,8134,43144.93,Digital-All
TKT-12732,0,0.0,None
TKT-12733,500,3535.42,Bulawayo
TKT-12734,0,0.0,None
TKT-12735,0,0.0,None
TKT-12736,0,0.0,None
TKT-12737,0,0.0,None
TKT-12738,0,0.0,None
TKT-12739,4647,23458.52,Bulawayo
TKT-12740,0,0.0,None
TKT-12741,0,0.0,None
TKT-12742,0,0.0,None
TKT-12743,0,0.0,None
TKT-12744,0,0.0,None
TKT-12745,0,0.0,None
TKT-12746,0,0.0,None
TKT-12747,0,0.0,None
TKT-12748,0,0.0,None
TKT-12749,0,0.0,None
TKT-12750,0,0.0,None
TKT-12751,0,0.0,None
TKT-12752,0,0.0,None
TKT-12753,9542,71384.53,Harare
TKT-12754,0,0.0,None
TKT-12755,0,0.0,None
TKT-12756,0,0.0,None
TKT-12757,0,0.0,None
TKT-12758,0,0.0,None
TKT-12759,0,0.0,None
TKT-12760,3120,124812.68,Digital-All
TKT-12761,0,0.0,None
TKT-12762,0,0.0,None
TKT-12763,0,0.0,None
TKT-12764,0,0.0,None
TKT-12765,1980,11068.04,Bulawayo
TKT-12766,0,0.0,None
TKT-12767,0,0.0,None
TKT-12768,0,0.0,None
TKT-12769,0,0.0,None
TKT-12770,0,0.0,None
TKT-12771,0,0.0,None
TKT-12772,0,0.0,None
TKT-12773,0,0.0,None
TKT-12774,0,0.0,None
TKT-12775,0,0.0,None
TKT-12776,0,0.0,None
TKT-12777,0,0.0,None
TKT-12778,0,0.0,None
TKT-12779,0,0.0,None
TKT-12780,0,0.0,None
TKT-12781,0,0.0,None
TKT-12782,0,0.0,None
TKT-12783,0,0.0,None
TKT-12784,0,0.0,None
TKT-12785,0,0.0,None
TKT-12786,0,0.0,None
TKT-12787,0,0.0,None
TKT-12788,0,0.0,None
TKT-12789,0,0.0,None
TKT-12790,0,0.0,None
TKT-12791,2983,22475.47,Mutare
TKT-12792,0,0.0,None
TKT-12793,0,0.0,None
TKT-12794,9731,84392.8,Harare
TKT-12795,680,6093.23,Digital-All
TKT-12796,6256,54842.51,Digital-All
TKT-12797,1043,8442.2,Bulawayo
TKT-12798,0,0.0,None
TKT-12799,3996,36995.97,Bulawayo
TKT-12800,0,0.0,None
TKT-12801,0,0.0,None
TKT-12802,0,0.0,None
TKT-12803,0,0.0,None
TKT-12804,0,0.0,None
TKT-12805,3462,34332.41,Harare
TKT-12806,0,0.0,None
TKT-12807,0,0.0,None
TKT-12808,0,0.0,None
TKT-12809,0,0.0,None
TKT-12810,0,0.0,None
TKT-12811,4859,33562.92,Bulawayo
TKT-12812,3687,31182.84,Bulawayo
TKT-12813,0,0.0,None
TKT-12814,0,0.0,None
TKT-12815,0,0.0,None
TKT-12816,1676,12768.09,Digital-All
TKT-12817,0,0.0,None
TKT-12818,0,0.0,None
TKT-12819,726,5654.12,Bulawayo
TKT-12820,0,0.0,None
TKT-12821,6849,44437.84,Mutare
TKT-12822,0,0.0,None
TKT-12823,8022,61789.95,Harare
TKT-12824,0,0.0,None
TKT-12825,0,0.0,None
TKT-12826,8009,60507.91,Mutare
TKT-12827,0,0.0,None
TKT-12828,0,0.0,None
TKT-12829,0,0.0,None
TKT-12830,0,0.0,None
TKT-12831,0,0.0,None
TKT-12832,0,0.0,None
TKT-12833,0,0.0,None
TKT-12834,0,0.0,None
TKT-12835,3298,19092.88,Digital-All
TKT-12836,4192,20979.48,Bulawayo
TKT-12837,0,0.0,None
TKT-12838,0,0.0,None
TKT-12839,0,0.0,None
TKT-12840,0,0.0,None
TKT-12841,0,0.0,None
TKT-12842,0,0.0,None
TKT-12843,0,0.0,None
TKT-12844,0,0.0,None
TKT-12845,0,0.0,None
TKT-12846,7707,65192.62,Harare
TKT-12847,0,0.0,None
TKT-12848,1339,8832.95,Mutare
TKT-12849,0,0.0,None
TKT-12850,104,1018.05,Digital-All
TKT-12851,0,0.0,None
TKT-12852,0,0.0,None
TKT-12853,0,0.0,None
TKT-12854,0,0.0,None
TKT-12855,878,5015.57,Harare
TKT-12856,0,0.0,None
TKT-12857,0,0.0,None
TKT-12858,5750,33451.16,Mutare
TKT-12859,0,0.0,None
TKT-12860,0,0.0,None
TKT-12861,0,0.0,None
TKT-12862,0,0.0,None
TKT-12863,0,0.0,None
TKT-12864,0,0.0,None
TKT-12865,0,0.0,None
TKT-12866,0,0.0,None
TKT-12867,0,0.0,None
TKT-12868,0,0.0,None
TKT-12869,9456,77529.05,Digital-All
TKT-12870,0,0.0,None
TKT-12871,0,0.0,None
TKT-12872,0,0.0,None
TKT-12873,0,0.0,None
TKT-12874,2000,16407.13,Digital-All
TKT-12875,0,0.0,None
TKT-12876,0,0.0,None
TKT-12877,0,0.0,None
TKT-12878,0,0.0,None
TKT-12879,7730,40588.41,Harare
TKT-12880,598,3679.11,Bulawayo
TKT-12881,6920,43733.31,Harare
TKT-12882,2243,22242.83,Digital-All
TKT-12883,4245,32648.47,Bulawayo
TKT-12884,0,0.0,None
TKT-12885,2783,25267.01,Bulawayo
TKT-12886,0,0.0,None
TKT-12887,775,7746.19,Mutare
TKT-12888,0,0.0,None
TKT-12889,0,0.0,None
TKT-12890,0,0.0,None
TKT-12891,7252,358553.3,Digital-All
TKT-12892,0,0.0,None
TKT-12893,0,0.0,None
TKT-12894,0,0.0,None
TKT-12895,0,0.0,None
TKT-12896,0,0.0,None
TKT-12897,0,0.0,None
TKT-12898,9035,85361.93,Digital-All
TKT-12899,0,0.0,None
TKT-12900,0,0.0,None
TKT-12901,4916,179086.35,Harare
TKT-12902,0,0.0,None
TKT-12903,0,0.0,None
TKT-12904,0,0.0,None
TKT-12905,0,0.0,None
TKT-12906,0,0.0,None
TKT-12907,0,0.0,None
TKT-12908,0,0.0,None
TKT-12909,3121,22178.03,Mutare
TKT-12910,0,0.0,None
TKT-12911,0,0.0,None
TKT-12912,1720,11969.9,Digital-All
TKT-12913,0,0.0,None
TKT-12914,0,0.0,None
TKT-12915,9526,91687.19,Digital-All
TKT-12916,0,0.0,None
TKT-12917,0,0.0,None
TKT-12918,0,0.0,None
TKT-12919,9223,90428.85,Harare
TKT-12920,0,0.0,None
TKT-12921,0,0.0,None
TKT-12922,0,0.0,None
TKT-12923,4443,34532.49,Harare
TKT-12924,0,0.0,None
TKT-12925,0,0.0,None
TKT-12926,0,0.0,None
TKT-12927,0,0.0,None
TKT-12928,2051,19085.58,Harare
TKT-12929,0,0.0,None
TKT-12930,0,0.0,None
TKT-12931,0,0.0,None
TKT-12932,5250,45809.15,Mutare
TKT-12933,0,0.0,None
TKT-12934,0,0.0,None
TKT-12935,0,0.0,None
TKT-12936,1282,9778.66,Mutare
TKT-12937,0,0.0,None
TKT-12938,0,0.0,None
TKT-12939,0,0.0,None
TKT-12940,0,0.0,None
TKT-12941,4347,36786.09,Harare
TKT-12942,0,0.0,None
TKT-12943,8079,57054.67,Bulawayo
TKT-12944,0,0.0,None
TKT-12945,0,0.0,None
TKT-12946,0,0.0,None
TKT-12947,0,0.0,None
TKT-12948,0,0.0,None
TKT-12949,2659,16368.79,Harare
TKT-12950,0,0.0,None
TKT-12951,0,0.0,None
TKT-12952,5486,45002.26,Bulawayo
TKT-12953,4090,30176.58,Mutare
TKT-12954,5607,42195.52,Digital-All
TKT-12955,0,0.0,None
TKT-12956,0,0.0,None
TKT-12957,8371,83410.21,Harare
TKT-12958,0,0.0,None
TKT-12959,751,4002.68,Digital-All
TKT-12960,0,0.0,None
TKT-12961,1145,9503.45,Bulawayo
TKT-12962,0,0.0,None
TKT-12963,0,0.0,None
TKT-12964,0,0.0,None
TKT-12965,0,0.0,None
TKT-12966,0,0.0,None
TKT-12967,0,0.0,None
TKT-12968,6270,62598.73,Mutare
TKT-12969,0,0.0,None
TKT-12970,4601,43759.12,Bulawayo
TKT-12971,0,0.0,None
TKT-12972,0,0.0,None
TKT-12973,0,0.0,None
TKT-12974,0,0.0,None
TKT-12975,0,0.0,None
TKT-12976,0,0.0,None
TKT-12977,0,0.0,None
TKT-12978,0,0.0,None
TKT-12979,0,0.0,None
TKT-12980,0,0.0,None
TKT-12981,0,0.0,None
TKT-12982,0,0.0,None
TKT-12983,0,0.0,None
TKT-12984,0,0.0,None
TKT-12985,0,0.0,None
TKT-12986,0,0.0,None
TKT-12987,5981,105653.91,Harare
TKT-12988,8408,79799.64,Harare
TKT-12989,0,0.0,None
TKT-12990,0,0.0,None
TKT-12991,0,0.0,None
TKT-12992,0,0.0,None
TKT-12993,0,0.0,None
TKT-12994,0,0.0,None
TKT-12995,5722,55484.8,Digital-All
TKT-12996,0,0.0,None
TKT-12997,0,0.0,None
TKT-12998,4840,33981.94,Harare
TKT-12999,0,0.0,None
TKT-13000,0,0.0,None
TKT-13001,0,0.0,None
TKT-13002,0,0.0,None
TKT-13003,0,0.0,None
TKT-13004,0,0.0,None
TKT-13005,9368,90630.54,Harare
TKT-13006,0,0.0,None
TKT-13007,840,7521.06,Harare
TKT-13008,0,0.0,None
TKT-13009,0,0.0,None
TKT-13010,0,0.0,None
TKT-13011,8865,44522.64,Mutare
TKT-13012,0,0.0,None
TKT-13013,0,0.0,None
TKT-13014,0,0.0,None
TKT-13015,0,0.0,None
TKT-13016,0,0.0,None
TKT-13017,0,0.0,None
TKT-13018,0,0.0,None
TKT-13019,0,0.0,None
TKT-13020,0,0.0,None
TKT-13021,0,0.0,None
TKT-13022,0,0.0,None
TKT-13023,0,0.0,None
TKT-13024,0,0.0,None
TKT-13025,0,0.0,None
TKT-13026,0,0.0,None
TKT-13027,8705,53808.08,Mutare
TKT-13028,0,0.0,None
TKT-13029,0,0.0,None
TKT-13030,0,0.0,None
TKT-13031,7492,38552.53,Mutare
TKT-13032,0,0.0,None
TKT-13033,0,0.0,None
TKT-13034,0,0.0,None
TKT-13035,0,0.0,None
TKT-13036,0,0.0,None
TKT-13037,0,0.0,None
TKT-13038,9307,149188.7,Digital-All
TKT-13039,0,0.0,None
TKT-13040,0,0.0,None
TKT-13041,0,0.0,None
TKT-13042,0,0.0,None
TKT-13043,0,0.0,None
TKT-13044,8310,56027.59,Bulawayo
TKT-13045,0,0.0,None
TKT-13046,0,0.0,None
TKT-13047,8505,55318.71,Digital-All
TKT-13048,0,0.0,None
TKT-13049,2161,14372.55,Mutare
TKT-13050,0,0.0,None
TKT-13051,0,0.0,None
TKT-13052,0,0.0,None
TKT-13053,0,0.0,None
TKT-13054,0,0.0,None
TKT-13055,0,0.0,None
TKT-13056,0,0.0,None
TKT-13057,0,0.0,None
TKT-13058,0,0.0,None
TKT-13059,0,0.0,None
TKT-13060,0,0.0,None
TKT-13061,0,0.0,None
TKT-13062,0,0.0,None
TKT-13063,0,0.0,None
TKT-13064,0,0.0,None
TKT-13065,0,0.0,None
TKT-13066,0,0.0,None
TKT-13067,0,0.0,None
TKT-13068,0,0.0,None
TKT-13069,0,0.0,None
TKT-13070,6851,34325.56,Digital-All
TKT-13071,0,0.0,None
TKT-13072,0,0.0,None
TKT-13073,794,7002.46,Harare
TKT-13074,0,0.0,None
TKT-13075,0,0.0,None
TKT-13076,0,0.0,None
TKT-13077,304,2026.38,Digital-All
TKT-13078,0,0.0,None
TKT-13079,0,0.0,None
TKT-13080,0,0.0,None
TKT-13081,3841,32482.31,Harare
TKT-13082,0,0.0,None
TKT-13083,0,0.0,None
TKT-13084,4080,38680.91,Bulawayo
TKT-13085,0,0.0,None
TKT-13086,0,0.0,None
TKT-13087,0,0.0,None
TKT-13088,0,0.0,None
TKT-13089,0,0.0,None
TKT-13090,9593,65482.35,Harare
TKT-13091,3083,20738.78,Digital-All
TKT-13092,0,0.0,None
TKT-13093,0,0.0,None
TKT-13094,0,0.0,None
TKT-13095,0,0.0,None
TKT-13096,0,0.0,None
TKT-13097,0,0.0,None
TKT-13098,0,0.0,None
TKT-13099,0,0.0,None
TKT-13100,3863,20029.92,Harare
TKT-13101,2160,11931.68,Digital-All
TKT-13102,0,0.0,None
TKT-13103,0,0.0,None
TKT-13104,0,0.0,None
TKT-13105,0,0.0,None
TKT-13106,0,0.0,None
TKT-13107,4223,41254.01,Digital-All
TKT-13108,0,0.0,None
TKT-13109,0,0.0,None
TKT-13110,4455,39484.5,Harare
TKT-13111,0,0.0,None
TKT-13112,7901,125848.72,Digital-All
TKT-13113,0,0.0,None
TKT-13114,0,0.0,None
TKT-13115,0,0.0,None
TKT-13116,6622,35028.58,Digital-All
TKT-13117,0,0.0,None
TKT-13118,484,3989.63,Mutare
TKT-13119,0,0.0,None
TKT-13120,0,0.0,None
TKT-13121,0,0.0,None
TKT-13122,0,0.0,None
TKT-13123,2217,20985.38,Mutare
TKT-13124,0,0.0,None
TKT-13125,2848,15047.71,Harare
TKT-13126,0,0.0,None
TKT-13127,0,0.0,None
TKT-13128,2100,17739.36,Digital-All
TKT-13129,0,0.0,None
TKT-13130,3608,33370.58,Digital-All
TKT-13131,0,0.0,None
TKT-13132,0,0.0,None
TKT-13133,3370,21827.54,Harare
TKT-13134,0,0.0,None
TKT-13135,0,0.0,None
TKT-13136,0,0.0,None
TKT-13137,5468,54357.77,Bulawayo
TKT-13138,8179,230953.39,Harare
TKT-13139,0,0.0,None
TKT-13140,0,0.0,None
TKT-13141,0,0.0,None
TKT-13142,0,0.0,None
TKT-13143,8378,78793.8,Bulawayo
TKT-13144,0,0.0,None
TKT-13145,5414,38231.48,Bulawayo
TKT-13146,0,0.0,None
TKT-13147,5883,52877.44,Digital-All
TKT-13148,0,0.0,None
TKT-13149,0,0.0,None
TKT-13150,0,0.0,None
TKT-13151,5475,250270.56,Bulawayo
TKT-13152,0,0.0,None
TKT-13153,7001,53052.24,Digital-All
TKT-13154,0,0.0,None
TKT-13155,0,0.0,None
TKT-13156,0,0.0,None
TKT-13157,2872,27796.83,Harare
TKT-13158,0,0.0,None
TKT-13159,0,0.0,None
TKT-13160,0,0.0,None
TKT-13161,9940,97807.06,Digital-All
TKT-13162,0,0.0,None
TKT-13163,0,0.0,None
TKT-13164,0,0.0,None
TKT-13165,0,0.0,None
TKT-13166,0,0.0,None
TKT-13167,0,0.0,None
TKT-13168,0,0.0,None
TKT-13169,0,0.0,None
TKT-13170,0,0.0,None
TKT-13171,0,0.0,None
TKT-13172,0,0.0,None
TKT-13173,1138,7026.83,Mutare
TKT-13174,0,0.0,None
TKT-13175,0,0.0,None
TKT-13176,0,0.0,None
TKT-13177,0,0.0,None
TKT-13178,0,0.0,None
TKT-13179,0,0.0,None
TKT-13180,0,0.0,None
TKT-13181,0,0.0,None
TKT-13182,0,0.0,None
TKT-13183,0,0.0,None
TKT-13184,0,0.0,None
TKT-13185,0,0.0,None
TKT-13186,0,0.0,None
TKT-13187,1863,10211.45,Mutare
TKT-13188,0,0.0,None
TKT-13189,0,0.0,None
TKT-13190,0,0.0,None
TKT-13191,0,0.0,None
TKT-13192,0,0.0,None
TKT-13193,0,0.0,None
TKT-13194,5250,29939.72,Harare
TKT-13195,0,0.0,None
TKT-13196,0,0.0,None
TKT-13197,3079,16682.78,Bulawayo
TKT-13198,0,0.0,None
TKT-13199,0,0.0,None
TKT-13200,0,0.0,None
TKT-13201,0,0.0,None
TKT-13202,0,0.0,None
TKT-13203,0,0.0,None
TKT-13204,0,0.0,None
TKT-13205,0,0.0,None
TKT-13206,7578,61649.77,Harare
TKT-13207,0,0.0,None
TKT-13208,1161,8858.91,Digital-All
TKT-13209,0,0.0,None
TKT-13210,0,0.0,None
TKT-13211,0,0.0,None
TKT-13212,0,0.0,None
TKT-13213,0,0.0,None
TKT-13214,6904,44619.53,Digital-All
TKT-13215,0,0.0,None
TKT-13216,0,0.0,None
TKT-13217,0,0.0,None
TKT-13218,0,0.0,None
TKT-13219,0,0.0,None
TKT-13220,0,0.0,None
TKT-13221,0,0.0,None
TKT-13222,0,0.0,None
TKT-13223,0,0.0,None
TKT-13224,0,0.0,None
TKT-13225,0,0.0,None
TKT-13226,0,0.0,None
TKT-13227,0,0.0,None
TKT-13228,0,0.0,None
TKT-13229,0,0.0,None
TKT-13230,0,0.0,None
TKT-13231,0,0.0,None
TKT-13232,0,0.0,None
TKT-13233,0,0.0,None
TKT-13234,0,0.0,None
TKT-13235,0,0.0,None
TKT-13236,0,0.0,None
TKT-13237,5712,185796.05,Harare
TKT-13238,0,0.0,None
TKT-13239,0,0.0,None
TKT-13240,0,0.0,None
TKT-13241,4902,44932.8,Mutare
TKT-13242,0,0.0,None
TKT-13243,0,0.0,None
TKT-13244,0,0.0,None
TKT-13245,5742,48413.17,Mutare
TKT-13246,0,0.0,None
TKT-13247,0,0.0,None
TKT-13248,0,0.0,None
TKT-13249,0,0.0,None
TKT-13250,5923,55428.39,Bulawayo
TKT-13251,0,0.0,None
TKT-13252,0,0.0,None
TKT-13253,0,0.0,None
TKT-13254,0,0.0,None
TKT-13255,0,0.0,None
TKT-13256,0,0.0,None
TKT-13257,0,0.0,None
TKT-13258,7472,73767.27,Mutare
TKT-13259,0,0.0,None
TKT-13260,0,0.0,None
TKT-13261,0,0.0,None
TKT-13262,0,0.0,None
TKT-13263,0,0.0,None
TKT-13264,0,0.0,None
TKT-13265,0,0.0,None
TKT-13266,0,0.0,None
TKT-13267,0,0.0,None
TKT-13268,0,0.0,None
TKT-13269,8039,47011.33,Bulawayo
TKT-13270,0,0.0,None
TKT-13271,0,0.0,None
TKT-13272,8152,54819.43,Mutare
TKT-13273,0,0.0,None
TKT-13274,0,0.0,None
TKT-13275,0,0.0,None
TKT-13276,326,3071.85,Bulawayo
TKT-13277,0,0.0,None
TKT-13278,0,0.0,None
TKT-13279,0,0.0,None
TKT-13280,0,0.0,None
TKT-13281,0,0.0,None
TKT-13282,0,0.0,None
TKT-13283,0,0.0,None
TKT-13284,0,0.0,None
TKT-13285,0,0.0,None
TKT-13286,0,0.0,None
TKT-13287,0,0.0,None
TKT-13288,2740,20400.69,Digital-All
TKT-13289,0,0.0,None
TKT-13290,0,0.0,None
TKT-13291,5346,44825.77,Digital-All
TKT-13292,0,0.0,None
TKT-13293,0,0.0,None
TKT-13294,0,0.0,None
TKT-13295,4665,29516.73,Digital-All
TKT-13296,5437,34682.58,Bulawayo
TKT-13297,0,0.0,None
TKT-13298,0,0.0,None
TKT-13299,0,0.0,None
TKT-13300,0,0.0,None
TKT-13301,0,0.0,None
TKT-13302,6719,44363.47,Harare
TKT-13303,0,0.0,None
TKT-13304,0,0.0,None
TKT-13305,9602,77746.51,Bulawayo
TKT-13306,2830,24219.72,Mutare
TKT-13307,0,0.0,None
TKT-13308,0,0.0,None
TKT-13309,3902,22756.95,Harare
TKT-13310,0,0.0,None
TKT-13311,0,0.0,None
TKT-13312,0,0.0,None
TKT-13313,0,0.0,None
TKT-13314,0,0.0,None
TKT-13315,0,0.0,None
TKT-13316,0,0.0,None
TKT-13317,2145,11972.01,Bulawayo
TKT-13318,0,0.0,None
TKT-13319,0,0.0,None
TKT-13320,4357,39502.93,Mutare
TKT-13321,0,0.0,None
TKT-13322,0,0.0,None
TKT-13323,0,0.0,None
TKT-13324,3499,22307.08,Harare
TKT-13325,0,0.0,None
TKT-13326,0,0.0,None
TKT-13327,0,0.0,None
TKT-13328,0,0.0,None
TKT-13329,0,0.0,None
TKT-13330,0,0.0,None
TKT-13331,112,928.29,Digital-All
TKT-13332,0,0.0,None
TKT-13333,0,0.0,None
TKT-13334,0,0.0,None
TKT-13335,0,0.0,None
TKT-13336,0,0.0,None
TKT-13337,0,0.0,None
TKT-13338,0,0.0,None
TKT-13339,0,0.0,None
TKT-13340,1309,9375.69,Harare
TKT-13341,0,0.0,None
TKT-13342,0,0.0,None
TKT-13343,0,0.0,None
TKT-13344,0,0.0,None
TKT-13345,0,0.0,None
TKT-13346,8646,61209.04,Harare
TKT-13347,0,0.0,None
TKT-13348,7872,52215.62,Mutare
TKT-13349,8431,46665.26,Harare
TKT-13350,9269,74935.67,Bulawayo
TKT-13351,0,0.0,None
TKT-13352,0,0.0,None
TKT-13353,0,0.0,None
TKT-13354,8717,55112.31,Digital-All
TKT-13355,0,0.0,None
TKT-13356,0,0.0,None
TKT-13357,0,0.0,None
TKT-13358,0,0.0,None
TKT-13359,7639,54862.16,Digital-All
TKT-13360,1886,14780.77,Mutare
TKT-13361,0,0.0,None
TKT-13362,0,0.0,None
TKT-13363,0,0.0,None
TKT-13364,0,0.0,None
TKT-13365,0,0.0,None
TKT-13366,0,0.0,None
TKT-13367,730,4588.12,Digital-All
TKT-13368,0,0.0,None
TKT-13369,0,0.0,None
TKT-13370,4795,47489.19,Mutare
TKT-13371,0,0.0,None
TKT-13372,2220,19693.54,Digital-All
TKT-13373,0,0.0,None
TKT-13374,0,0.0,None
TKT-13375,0,0.0,None
TKT-13376,0,0.0,None
TKT-13377,0,0.0,None
TKT-13378,0,0.0,None
TKT-13379,0,0.0,None
TKT-13380,0,0.0,None
TKT-13381,0,0.0,None
TKT-13382,0,0.0,None
TKT-13383,5618,37776.09,Mutare
TKT-13384,6140,37108.4,Harare
TKT-13385,2144,17734.68,Mutare
TKT-13386,8069,72891.39,Harare
TKT-13387,4866,44580.03,Bulawayo
TKT-13388,0,0.0,None
TKT-13389,0,0.0,None
TKT-13390,0,0.0,None
TKT-13391,0,0.0,None
TKT-13392,0,0.0,None
TKT-13393,0,0.0,None
TKT-13394,0,0.0,None
TKT-13395,0,0.0,None
TKT-13396,0,0.0,None
TKT-13397,5497,140471.11,Mutare
TKT-13398,9480,77770.91,Mutare
TKT-13399,0,0.0,None
TKT-13400,0,0.0,None
TKT-13401,9084,50950.0,Bulawayo
TKT-13402,0,0.0,None
TKT-13403,0,0.0,None
TKT-13404,0,0.0,None
TKT-13405,0,0.0,None
TKT-13406,5300,38088.29,Digital-All
TKT-13407,0,0.0,None
TKT-13408,7274,48218.02,Mutare
TKT-13409,0,0.0,None
TKT-13410,0,0.0,None
TKT-13411,0,0.0,None
TKT-13412,0,0.0,None
TKT-13413,0,0.0,None
TKT-13414,0,0.0,None
TKT-13415,1907,18302.52,Digital-All
TKT-13416,4420,32595.06,Digital-All
TKT-13417,0,0.0,None
TKT-13418,5855,32098.1,Bulawayo
TKT-13419,0,0.0,None
TKT-13420,4674,37396.42,Digital-All
TKT-13421,0,0.0,None
TKT-13422,6669,58374.36,Mutare
TKT-13423,877,4524.82,Mutare
TKT-13424,0,0.0,None
TKT-13425,0,0.0,None
TKT-13426,0,0.0,None
TKT-13427,0,0.0,None
TKT-13428,0,0.0,None
TKT-13429,0,0.0,None
TKT-13430,0,0.0,None
TKT-13431,0,0.0,None
TKT-13432,9291,60740.69,Harare
TKT-13433,0,0.0,None
TKT-13434,0,0.0,None
TKT-13435,2889,59428.25,Digital-All
TKT-13436,0,0.0,None
TKT-13437,0,0.0,None
TKT-13438,0,0.0,None
TKT-13439,0,0.0,None
TKT-13440,0,0.0,None
TKT-13441,8086,49843.89,Mutare
TKT-13442,0,0.0,None
TKT-13443,0,0.0,None
TKT-13444,0,0.0,None
TKT-13445,0,0.0,None
TKT-13446,0,0.0,None
TKT-13447,0,0.0,None
TKT-13448,0,0.0,None
TKT-13449,4429,35793.91,Mutare
TKT-13450,1057,7860.5,Digital-All
TKT-13451,0,0.0,None
TKT-13452,5921,93637.11,Digital-All
TKT-13453,0,0.0,None
TKT-13454,0,0.0,None
TKT-13455,3467,33591.13,Bulawayo
TKT-13456,0,0.0,None
TKT-13457,0,0.0,None
TKT-13458,0,0.0,None
TKT-13459,0,0.0,None
TKT-13460,0,0.0,None
TKT-13461,8725,64212.73,Mutare
TKT-13462,0,0.0,None
TKT-13463,0,0.0,None
TKT-13464,0,0.0,None
TKT-13465,0,0.0,None
TKT-13466,0,0.0,None
TKT-13467,0,0.0,None
TKT-13468,0,0.0,None
TKT-13469,6020,42647.07,Digital-All
TKT-13470,6152,57372.27,Harare
TKT-13471,0,0.0,None
TKT-13472,0,0.0,None
TKT-13473,6587,40175.17,Digital-All
TKT-13474,0,0.0,None
TKT-13475,1029,8536.62,Bulawayo
TKT-13476,0,0.0,None
TKT-13477,0,0.0,None
TKT-13478,0,0.0,None
TKT-13479,0,0.0,None
TKT-13480,0,0.0,None
TKT-13481,0,0.0,None
TKT-13482,0,0.0,None
TKT-13483,0,0.0,None
TKT-13484,0,0.0,None
TKT-13485,0,0.0,None
TKT-13486,430,3919.84,Harare
TKT-13487,92,580.39,Harare
TKT-13488,0,0.0,None
TKT-13489,0,0.0,None
TKT-13490,0,0.0,None
TKT-13491,0,0.0,None
TKT-13492,0,0.0,None
TKT-13493,2133,16424.3,Bulawayo
TKT-13494,0,0.0,None
TKT-13495,3357,25782.94,Digital-All
TKT-13496,0,0.0,None
TKT-13497,0,0.0,None
TKT-13498,0,0.0,None
TKT-13499,0,0.0,None
TKT-13500,1308,6794.38,Bulawayo
TKT-13501,0,0.0,None
TKT-13502,0,0.0,None
TKT-13503,0,0.0,None
TKT-13504,0,0.0,None
TKT-13505,0,0.0,None
TKT-13506,0,0.0,None
TKT-13507,0,0.0,None
TKT-13508,0,0.0,None
TKT-13509,0,0.0,None
TKT-13510,0,0.0,None
TKT-13511,7241,54136.25,Harare
TKT-13512,3147,31291.52,Mutare
TKT-13513,0,0.0,None
TKT-13514,0,0.0,None
TKT-13515,4518,38745.91,Digital-All
TKT-13516,0,0.0,None
TKT-13517,3093,22458.34,Digital-All
TKT-13518,0,0.0,None
TKT-13519,5646,46562.35,Bulawayo
TKT-13520,0,0.0,None
TKT-13521,0,0.0,None
TKT-13522,0,0.0,None
TKT-13523,0,0.0,None
TKT-13524,0,0.0,None
TKT-13525,8430,69966.84,Bulawayo
TKT-13526,0,0.0,None
TKT-13527,0,0.0,None
TKT-13528,0,0.0,None
TKT-13529,0,0.0,None
TKT-13530,8019,56861.88,Digital-All
TKT-13531,0,0.0,None
TKT-13532,0,0.0,None
TKT-13533,0,0.0,None
TKT-13534,1223,7991.38,Harare
TKT-13535,759,5402.41,Harare
TKT-13536,5991,49079.24,Mutare
TKT-13537,0,0.0,None
TKT-13538,0,0.0,None
TKT-13539,0,0.0,None
TKT-13540,0,0.0,None
TKT-13541,0,0.0,None
TKT-13542,0,0.0,None
TKT-13543,0,0.0,None
TKT-13544,0,0.0,None
TKT-13545,0,0.0,None
TKT-13546,0,0.0,None
TKT-13547,0,0.0,None
TKT-13548,0,0.0,None
TKT-13549,0,0.0,None
TKT-13550,0,0.0,None
TKT-13551,0,0.0,None
TKT-13552,0,0.0,None
TKT-13553,1338,11354.57,Bulawayo
TKT-13554,9267,65457.39,Mutare
TKT-13555,168,891.39,Harare
TKT-13556,0,0.0,None
TKT-13557,0,0.0,None
TKT-13558,6110,43989.96,Mutare
TKT-13559,0,0.0,None
TKT-13560,0,0.0,None
TKT-13561,0,0.0,None
